timestamp,location,latitude,longitude,traffic_volume,average_speed_kmph,weather_severity,precipitation_mm,accident_impact,event_flag,public_transport_density,hour,day_of_week,is_peak_hour,route_id_encoded,congestion_level,distance_km,base_eta_mins,temperature_celsius,visibility_km,toll_fee_inr,surge_pricing_active
2026-05-07 05:50:00,Sector 62 Noida,28.628,77.3649,626.0,17.0,5,1.0,0,0,38.0,5,3,0,14,High,26.7,67,30.3,2.4,50,0
2026-05-07 06:00:00,Cyber Hub Gurgaon,28.4959,77.0882,373.0,46.0,1,0.0,0,1,82.0,6,3,0,3,Low,7.9,20,22.7,6.8,200,0
2026-05-07 06:10:00,Lajpat Nagar,28.5677,77.243,530.0,35.0,1,0.0,0,0,23.0,6,3,0,10,Medium,20.3,51,35.0,8.5,150,0
2026-05-07 06:20:00,Dwarka Sector 21,28.5511,77.0565,59.0,67.0,0,0.0,0,1,31.0,6,3,0,5,Low,28.4,71,25.6,9.5,80,0
2026-05-07 06:30:00,Akshardham Route,28.6127,77.2773,588.0,19.0,5,14.0,0,0,40.0,6,3,0,0,High,25.3,63,31.6,4.3,200,0
2026-05-07 06:40:00,Botanical Garden,28.5636,77.334,292.0,51.0,1,0.0,0,0,53.0,6,3,0,1,Low,6.9,17,37.3,8.5,200,0
2026-05-07 06:50:00,Botanical Garden,28.5636,77.334,673.0,26.0,2,0.0,0,0,26.0,6,3,0,1,Medium,30.0,75,34.5,6.9,50,0
2026-05-07 07:00:00,Connaught Place,28.6315,77.2167,897.0,5.0,5,6.0,1,0,13.0,7,3,0,2,Very High,10.5,26,24.6,4.4,200,0
2026-05-07 07:10:00,Greater Noida West,28.59,77.43,430.0,27.0,2,0.0,1,0,65.0,7,3,0,6,Medium,34.0,85,22.6,9.2,120,0
2026-05-07 07:20:00,Cyber Hub Gurgaon,28.4959,77.0882,208.0,57.0,1,0.0,0,0,34.0,7,3,0,3,Low,15.5,39,32.6,9.1,100,0
2026-05-07 07:30:00,Sector 18 Noida,28.5706,77.324,730.0,5.0,3,18.0,1,0,52.0,7,3,0,13,Very High,18.4,46,35.4,4.2,50,0
2026-05-07 07:40:00,MG Road Gurgaon,28.4794,77.0806,275.0,37.0,2,0.0,1,0,89.0,7,3,0,11,Medium,33.2,83,35.9,9.9,120,0
2026-05-07 07:50:00,Botanical Garden,28.5636,77.334,304.0,50.0,0,0.0,0,0,66.0,7,3,0,1,Low,22.9,57,31.6,6.6,200,0
2026-05-07 08:00:00,IGI Airport T3,28.5562,77.1,199.0,45.0,3,14.0,0,0,26.0,8,3,1,7,Low,30.5,76,30.9,4.3,150,1
2026-05-07 08:10:00,Connaught Place,28.6315,77.2167,577.0,20.0,3,12.0,0,0,38.0,8,3,1,2,High,18.5,46,37.4,1.8,100,1
2026-05-07 08:20:00,IGI Airport T3,28.5562,77.1,526.0,23.0,5,11.0,0,0,36.0,8,3,1,7,High,23.5,59,37.5,4.5,150,1
2026-05-07 08:30:00,MG Road Gurgaon,28.4794,77.0806,584.0,32.0,2,0.0,0,0,93.0,8,3,1,11,Medium,18.8,47,36.8,6.4,150,1
2026-05-07 08:40:00,Pari Chowk,28.4671,77.503,83.0,53.0,3,9.0,0,1,55.0,8,3,1,12,Low,27.0,68,30.5,3.8,150,1
2026-05-07 08:50:00,Lajpat Nagar,28.5677,77.243,739.0,21.0,2,0.0,0,0,83.0,8,3,1,10,Very High,34.6,86,28.7,9.9,150,1
2026-05-07 09:00:00,Greater Noida West,28.59,77.43,619.0,5.0,5,14.0,1,1,15.0,9,3,1,6,Very High,30.0,75,39.7,2.0,100,1
2026-05-07 09:10:00,Greater Noida West,28.59,77.43,644.0,13.0,2,0.0,1,0,82.0,9,3,1,6,Very High,18.8,47,23.9,8.9,100,1
2026-05-07 09:20:00,Sector 62 Noida,28.628,77.3649,313.0,50.0,2,0.0,0,0,22.0,9,3,1,14,Low,27.1,68,23.6,7.0,150,1
2026-05-07 09:30:00,DND Flyway,28.5942,77.3053,522.0,21.0,0,0.0,1,1,90.0,9,3,1,4,High,25.7,64,22.9,6.4,150,1
2026-05-07 09:40:00,DND Flyway,28.5942,77.3053,437.0,14.0,5,9.0,1,0,87.0,9,3,1,4,Very High,5.4,14,24.2,2.3,100,1
2026-05-07 09:50:00,Botanical Garden,28.5636,77.334,706.0,11.0,5,19.0,0,1,37.0,9,3,1,1,Very High,24.4,61,34.0,2.1,50,1
2026-05-07 10:00:00,Sector 18 Noida,28.5706,77.324,454.0,40.0,2,0.0,0,0,50.0,10,3,1,13,Low,21.2,53,30.6,8.0,50,1
2026-05-07 10:10:00,IGI Airport T3,28.5562,77.1,533.0,35.0,2,0.0,0,0,57.0,10,3,1,7,Medium,24.8,62,33.0,8.1,80,1
2026-05-07 10:20:00,Akshardham Route,28.6127,77.2773,523.0,36.0,0,0.0,0,1,38.0,10,3,1,0,Medium,21.8,54,23.3,9.7,200,1
2026-05-07 10:30:00,Karol Bagh,28.6519,77.1909,137.0,61.0,0,0.0,0,1,61.0,10,3,1,9,Low,22.6,56,37.1,9.4,150,1
2026-05-07 10:40:00,Pari Chowk,28.4671,77.503,438.0,26.0,2,0.0,1,1,68.0,10,3,1,12,Medium,17.3,43,27.2,9.4,200,1
2026-05-07 10:50:00,Pari Chowk,28.4671,77.503,562.0,33.0,0,0.0,0,1,82.0,10,3,1,12,Medium,21.7,54,33.6,8.2,150,1
2026-05-07 11:00:00,MG Road Gurgaon,28.4794,77.0806,83.0,38.0,5,1.0,1,1,68.0,11,3,1,11,Medium,34.7,87,38.3,3.7,150,1
2026-05-07 11:10:00,MG Road Gurgaon,28.4794,77.0806,759.0,8.0,5,4.0,0,0,13.0,11,3,1,11,Very High,33.4,84,27.9,4.1,50,1
2026-05-07 11:20:00,Sector 62 Noida,28.628,77.3649,442.0,41.0,0,0.0,0,0,49.0,11,3,1,14,Low,19.9,50,35.6,9.7,50,1
2026-05-07 11:30:00,Lajpat Nagar,28.5677,77.243,117.0,63.0,0,0.0,0,0,49.0,11,3,1,10,Low,11.1,28,22.0,7.8,200,1
2026-05-07 11:40:00,Connaught Place,28.6315,77.2167,734.0,5.0,3,6.0,1,1,78.0,11,3,1,2,Very High,25.4,64,25.0,3.9,100,1
2026-05-07 11:50:00,MG Road Gurgaon,28.4794,77.0806,568.0,21.0,3,16.0,0,0,63.0,11,3,1,11,High,17.6,44,22.6,4.4,150,1
2026-05-07 12:00:00,Karol Bagh,28.6519,77.1909,812.0,5.0,3,7.0,0,0,58.0,12,3,0,9,Very High,31.9,80,29.3,1.7,150,0
2026-05-07 12:10:00,Sector 62 Noida,28.628,77.3649,323.0,37.0,3,5.0,0,0,20.0,12,3,0,14,Medium,17.7,44,24.5,4.4,80,0
2026-05-07 12:20:00,Connaught Place,28.6315,77.2167,258.0,53.0,2,0.0,0,0,39.0,12,3,0,2,Low,15.3,38,33.5,7.2,80,0
2026-05-07 12:30:00,Sector 62 Noida,28.628,77.3649,599.0,31.0,2,0.0,0,1,46.0,12,3,0,14,Medium,22.3,56,38.3,9.1,150,0
2026-05-07 12:40:00,Akshardham Route,28.6127,77.2773,112.0,51.0,5,18.0,0,0,89.0,12,3,0,0,Low,25.3,63,31.8,4.9,200,0
2026-05-07 12:50:00,India Gate,28.6129,77.2295,854.0,5.0,5,7.0,0,1,43.0,12,3,0,8,Very High,14.7,37,26.0,4.0,150,0
2026-05-07 13:00:00,Botanical Garden,28.5636,77.334,576.0,20.0,3,17.0,0,0,40.0,13,3,0,1,High,27.0,68,36.8,1.6,100,0
2026-05-07 13:10:00,Connaught Place,28.6315,77.2167,673.0,14.0,3,19.0,0,0,92.0,13,3,0,2,Very High,21.8,54,38.1,1.0,80,0
2026-05-07 13:20:00,India Gate,28.6129,77.2295,291.0,39.0,5,2.0,0,0,22.0,13,3,0,8,Medium,23.6,59,29.0,1.2,150,0
2026-05-07 13:30:00,DND Flyway,28.5942,77.3053,195.0,45.0,3,8.0,0,0,22.0,13,3,0,4,Low,7.8,20,38.9,1.8,100,0
2026-05-07 13:40:00,Cyber Hub Gurgaon,28.4959,77.0882,658.0,12.0,2,0.0,1,0,20.0,13,3,0,3,Very High,26.4,66,38.8,9.2,100,0
2026-05-07 13:50:00,MG Road Gurgaon,28.4794,77.0806,663.0,26.0,0,0.0,0,0,86.0,13,3,0,11,Medium,18.0,45,31.4,9.8,80,0
2026-05-07 14:00:00,India Gate,28.6129,77.2295,687.0,13.0,5,3.0,0,0,13.0,14,3,0,8,Very High,18.9,47,23.3,3.4,120,0
2026-05-07 14:10:00,Lajpat Nagar,28.5677,77.243,323.0,37.0,5,5.0,0,1,40.0,14,3,0,10,Medium,17.6,44,29.0,2.6,50,0
2026-05-07 14:20:00,Pari Chowk,28.4671,77.503,437.0,41.0,1,0.0,0,1,88.0,14,3,0,12,Low,31.9,80,34.5,7.5,150,0
2026-05-07 14:30:00,Karol Bagh,28.6519,77.1909,850.0,5.0,3,17.0,1,0,34.0,14,3,0,9,Very High,33.9,85,30.7,4.5,80,0
2026-05-07 14:40:00,Cyber Hub Gurgaon,28.4959,77.0882,149.0,61.0,0,0.0,0,0,78.0,14,3,0,3,Low,30.7,77,22.1,9.7,100,0
2026-05-07 14:50:00,Vaishali Ghaziabad,28.646,77.339,424.0,42.0,0,0.0,0,1,38.0,14,3,0,15,Low,22.8,57,39.4,9.2,200,0
2026-05-07 15:00:00,Greater Noida West,28.59,77.43,794.0,18.0,2,0.0,0,0,61.0,15,3,0,6,Very High,28.0,70,23.0,7.7,50,0
2026-05-07 15:10:00,Cyber Hub Gurgaon,28.4959,77.0882,113.0,51.0,5,2.0,0,0,43.0,15,3,0,3,Low,29.7,74,22.8,2.4,120,0
2026-05-07 15:20:00,Lajpat Nagar,28.5677,77.243,786.0,18.0,0,0.0,0,0,12.0,15,3,0,10,Very High,10.7,27,23.2,6.9,150,0
2026-05-07 15:30:00,Vaishali Ghaziabad,28.646,77.339,321.0,22.0,5,10.0,1,1,53.0,15,3,0,15,High,15.7,39,38.4,3.8,100,0
2026-05-07 15:40:00,Vaishali Ghaziabad,28.646,77.339,356.0,47.0,0,0.0,0,0,31.0,15,3,0,15,Low,5.5,14,29.5,6.6,120,0
2026-05-07 15:50:00,Karol Bagh,28.6519,77.1909,102.0,52.0,5,13.0,0,0,10.0,15,3,0,9,Low,10.5,26,31.6,2.8,50,0
2026-05-07 16:00:00,Greater Noida West,28.59,77.43,459.0,13.0,5,11.0,1,0,50.0,16,3,0,6,Very High,19.0,48,33.4,4.5,80,0
2026-05-07 16:10:00,Botanical Garden,28.5636,77.334,762.0,8.0,5,4.0,0,0,78.0,16,3,0,1,Very High,13.3,33,31.9,1.4,50,0
2026-05-07 16:20:00,Greater Noida West,28.59,77.43,778.0,7.0,3,7.0,0,0,96.0,16,3,0,6,Very High,22.5,56,30.2,1.1,150,0
2026-05-07 16:30:00,Sector 18 Noida,28.5706,77.324,811.0,5.0,5,19.0,0,0,49.0,16,3,0,13,Very High,21.9,55,30.3,4.2,80,0
2026-05-07 16:40:00,Vaishali Ghaziabad,28.646,77.339,873.0,5.0,3,9.0,1,0,61.0,16,3,0,15,Very High,15.6,39,35.3,4.4,120,0
2026-05-07 16:50:00,Pari Chowk,28.4671,77.503,820.0,5.0,5,19.0,0,0,53.0,16,3,0,12,Very High,10.3,26,37.9,4.1,150,0
2026-05-07 17:00:00,MG Road Gurgaon,28.4794,77.0806,870.0,12.0,0,0.0,0,0,82.0,17,3,1,11,Very High,33.9,85,25.9,7.5,100,1
2026-05-07 17:10:00,Vaishali Ghaziabad,28.646,77.339,366.0,19.0,5,1.0,1,0,59.0,17,3,1,15,High,33.1,83,39.1,1.8,120,1
2026-05-07 17:20:00,Pari Chowk,28.4671,77.503,363.0,34.0,3,14.0,0,0,30.0,17,3,1,12,Medium,16.3,41,39.9,1.6,120,1
2026-05-07 17:30:00,Sector 62 Noida,28.628,77.3649,701.0,24.0,1,0.0,0,0,85.0,17,3,1,14,Very High,32.2,80,30.7,6.9,150,1
2026-05-07 17:40:00,DND Flyway,28.5942,77.3053,255.0,41.0,3,14.0,0,1,61.0,17,3,1,4,Low,22.4,56,37.7,4.8,200,1
2026-05-07 17:50:00,Botanical Garden,28.5636,77.334,794.0,6.0,3,4.0,0,0,94.0,17,3,1,1,Very High,21.2,53,24.0,4.6,50,1
2026-05-07 18:00:00,Dwarka Sector 21,28.5511,77.0565,93.0,64.0,1,0.0,0,0,50.0,18,3,1,5,Low,29.7,74,38.1,9.9,120,1
2026-05-07 18:10:00,Connaught Place,28.6315,77.2167,443.0,29.0,5,17.0,0,0,77.0,18,3,1,2,Medium,6.2,16,26.0,1.9,50,1
2026-05-07 18:20:00,Sector 18 Noida,28.5706,77.324,535.0,35.0,2,0.0,0,0,21.0,18,3,1,13,Medium,9.2,23,25.1,6.7,200,1
2026-05-07 18:30:00,Greater Noida West,28.59,77.43,769.0,19.0,1,0.0,0,1,22.0,18,3,1,6,Very High,11.1,28,30.9,6.0,200,1
2026-05-07 18:40:00,Akshardham Route,28.6127,77.2773,899.0,5.0,5,17.0,0,0,22.0,18,3,1,0,Very High,33.6,84,30.2,2.2,150,1
2026-05-07 18:50:00,Vaishali Ghaziabad,28.646,77.339,694.0,24.0,2,0.0,0,0,91.0,18,3,1,15,High,11.3,28,36.8,6.0,80,1
2026-05-07 19:00:00,India Gate,28.6129,77.2295,771.0,19.0,2,0.0,0,0,39.0,19,3,1,8,Very High,31.2,78,24.7,8.2,100,1
2026-05-07 19:10:00,DND Flyway,28.5942,77.3053,274.0,40.0,5,12.0,0,1,100.0,19,3,1,4,Low,10.1,25,35.5,4.9,120,1
2026-05-07 19:20:00,Dwarka Sector 21,28.5511,77.0565,730.0,10.0,5,12.0,0,0,64.0,19,3,1,5,Very High,14.6,36,22.0,4.9,100,1
2026-05-07 19:30:00,Sector 18 Noida,28.5706,77.324,866.0,5.0,2,0.0,1,1,57.0,19,3,1,13,Very High,27.7,69,39.6,9.6,80,1
2026-05-07 19:40:00,Cyber Hub Gurgaon,28.4959,77.0882,119.0,63.0,0,0.0,0,0,51.0,19,3,1,3,Low,27.5,69,33.8,8.5,200,1
2026-05-07 19:50:00,Dwarka Sector 21,28.5511,77.0565,391.0,44.0,2,0.0,0,0,41.0,19,3,1,5,Low,8.8,22,27.8,8.5,50,1
2026-05-07 20:00:00,Botanical Garden,28.5636,77.334,558.0,33.0,1,0.0,0,1,92.0,20,3,1,1,Medium,14.4,36,30.9,8.1,80,1
2026-05-07 20:10:00,Lajpat Nagar,28.5677,77.243,361.0,46.0,1,0.0,0,0,92.0,20,3,1,10,Low,5.6,14,25.2,6.5,150,1
2026-05-07 20:20:00,Karol Bagh,28.6519,77.1909,841.0,14.0,0,0.0,0,0,62.0,20,3,1,9,Very High,13.1,33,37.4,9.5,50,1
2026-05-07 20:30:00,Vaishali Ghaziabad,28.646,77.339,452.0,28.0,5,3.0,0,1,32.0,20,3,1,15,Medium,34.9,87,34.3,3.2,200,1
2026-05-07 20:40:00,Sector 62 Noida,28.628,77.3649,572.0,5.0,5,16.0,1,0,62.0,20,3,1,14,Very High,30.4,76,27.2,3.5,150,1
2026-05-07 20:50:00,Vaishali Ghaziabad,28.646,77.339,693.0,9.0,2,0.0,1,0,68.0,20,3,1,15,Very High,22.6,56,36.6,8.4,50,1
2026-05-07 21:00:00,Lajpat Nagar,28.5677,77.243,458.0,28.0,5,19.0,0,0,86.0,21,3,0,10,Medium,34.3,86,28.5,4.5,80,0
2026-05-07 21:10:00,DND Flyway,28.5942,77.3053,163.0,60.0,0,0.0,0,1,23.0,21,3,0,4,Low,26.4,66,26.8,8.2,120,0
2026-05-07 21:20:00,DND Flyway,28.5942,77.3053,302.0,50.0,1,0.0,0,0,50.0,21,3,0,4,Low,25.6,64,33.5,8.6,50,0
2026-05-07 21:30:00,Akshardham Route,28.6127,77.2773,795.0,17.0,1,0.0,0,0,28.0,21,3,0,0,Very High,21.5,54,37.4,6.3,100,0
2026-05-07 21:40:00,DND Flyway,28.5942,77.3053,688.0,5.0,5,19.0,1,0,90.0,21,3,0,4,Very High,16.5,41,34.7,2.6,50,0
2026-05-07 21:50:00,Lajpat Nagar,28.5677,77.243,297.0,36.0,0,0.0,1,1,11.0,21,3,0,10,Medium,15.4,38,32.6,6.7,120,0
2026-05-07 22:00:00,Lajpat Nagar,28.5677,77.243,790.0,5.0,2,0.0,1,0,39.0,22,3,0,10,Very High,8.3,21,36.5,6.7,150,0
2026-05-07 22:10:00,Karol Bagh,28.6519,77.1909,817.0,5.0,1,0.0,1,1,73.0,22,3,0,9,Very High,26.0,65,34.3,6.4,100,0
2026-05-07 22:20:00,DND Flyway,28.5942,77.3053,135.0,61.0,0,0.0,0,0,30.0,22,3,0,4,Low,34.1,85,30.5,9.3,200,0
2026-05-07 22:30:00,Greater Noida West,28.59,77.43,684.0,10.0,1,0.0,1,1,53.0,22,3,0,6,Very High,23.4,58,34.1,8.5,50,0
2026-05-07 22:40:00,Vaishali Ghaziabad,28.646,77.339,852.0,14.0,1,0.0,0,0,10.0,22,3,0,15,Very High,25.9,65,36.5,8.3,50,0
2026-05-07 22:50:00,Pari Chowk,28.4671,77.503,861.0,5.0,3,16.0,0,0,35.0,22,3,0,12,Very High,9.3,23,34.1,3.8,150,0
2026-05-07 23:00:00,Botanical Garden,28.5636,77.334,128.0,50.0,5,7.0,0,0,22.0,23,3,0,1,Low,6.8,17,28.2,4.7,120,0
2026-05-07 23:10:00,Karol Bagh,28.6519,77.1909,451.0,40.0,2,0.0,0,0,28.0,23,3,0,9,Low,26.9,67,22.1,7.4,200,0
2026-05-07 23:20:00,Lajpat Nagar,28.5677,77.243,469.0,39.0,2,0.0,0,0,65.0,23,3,0,10,Medium,6.4,16,34.6,6.3,150,0
2026-05-07 23:30:00,DND Flyway,28.5942,77.3053,96.0,64.0,1,0.0,0,1,86.0,23,3,0,4,Low,30.1,75,26.4,6.9,80,0
2026-05-07 23:40:00,Sector 18 Noida,28.5706,77.324,658.0,27.0,0,0.0,0,0,67.0,23,3,0,13,Medium,16.5,41,32.0,9.2,150,0
2026-05-07 23:50:00,Connaught Place,28.6315,77.2167,399.0,44.0,2,0.0,0,1,49.0,23,3,0,2,Low,23.7,59,22.0,9.8,80,0
2026-05-08 00:00:00,Sector 18 Noida,28.5706,77.324,795.0,17.0,2,0.0,0,0,17.0,0,4,0,13,Very High,5.0,12,33.5,8.0,200,0
2026-05-08 00:10:00,IGI Airport T3,28.5562,77.1,600.0,18.0,5,7.0,0,1,21.0,0,4,0,7,High,24.0,60,29.2,1.5,150,0
2026-05-08 00:20:00,Sector 18 Noida,28.5706,77.324,656.0,27.0,1,0.0,0,0,79.0,0,4,0,13,Medium,29.0,72,37.7,6.5,150,0
2026-05-08 00:30:00,Dwarka Sector 21,28.5511,77.0565,829.0,5.0,1,0.0,1,0,52.0,0,4,0,5,Very High,31.3,78,26.4,6.6,150,0
2026-05-08 00:40:00,MG Road Gurgaon,28.4794,77.0806,361.0,46.0,1,0.0,0,0,18.0,0,4,0,11,Low,33.9,85,33.9,7.0,50,0
2026-05-08 00:50:00,India Gate,28.6129,77.2295,533.0,23.0,5,2.0,0,1,44.0,0,4,0,8,High,11.3,28,39.8,4.1,50,0
2026-05-08 01:00:00,Cyber Hub Gurgaon,28.4959,77.0882,607.0,18.0,5,17.0,0,1,50.0,1,4,0,3,High,28.9,72,22.2,2.7,200,0
2026-05-08 01:10:00,Lajpat Nagar,28.5677,77.243,781.0,5.0,1,0.0,1,0,26.0,1,4,0,10,Very High,29.6,74,32.6,9.3,100,0
2026-05-08 01:20:00,MG Road Gurgaon,28.4794,77.0806,229.0,43.0,5,10.0,0,0,15.0,1,4,0,11,Low,26.3,66,31.0,2.0,200,0
2026-05-08 01:30:00,Greater Noida West,28.59,77.43,284.0,52.0,0,0.0,0,0,80.0,1,4,0,6,Low,11.0,28,32.9,6.0,100,0
2026-05-08 01:40:00,DND Flyway,28.5942,77.3053,868.0,13.0,0,0.0,0,0,25.0,1,4,0,4,Very High,15.1,38,22.5,9.9,150,0
2026-05-08 01:50:00,Karol Bagh,28.6519,77.1909,414.0,43.0,2,0.0,0,0,62.0,1,4,0,9,Low,28.5,71,34.6,6.3,150,0
2026-05-08 02:00:00,India Gate,28.6129,77.2295,58.0,67.0,1,0.0,0,0,89.0,2,4,0,8,Low,13.4,34,27.9,6.5,120,0
2026-05-08 02:10:00,IGI Airport T3,28.5562,77.1,495.0,37.0,0,0.0,0,0,84.0,2,4,0,7,Medium,14.4,36,30.9,9.0,50,0
2026-05-08 02:20:00,Greater Noida West,28.59,77.43,148.0,49.0,5,14.0,0,1,65.0,2,4,0,6,Low,6.1,15,37.6,3.3,120,0
2026-05-08 02:30:00,Connaught Place,28.6315,77.2167,185.0,46.0,3,3.0,0,0,72.0,2,4,0,2,Low,12.6,32,22.1,3.7,200,0
2026-05-08 02:40:00,Pari Chowk,28.4671,77.503,120.0,50.0,5,5.0,0,0,62.0,2,4,0,12,Low,11.2,28,30.3,1.1,80,0
2026-05-08 02:50:00,Greater Noida West,28.59,77.43,811.0,5.0,1,0.0,1,0,85.0,2,4,0,6,Very High,25.5,64,28.5,7.1,80,0
2026-05-08 03:00:00,Botanical Garden,28.5636,77.334,632.0,28.0,2,0.0,0,1,30.0,3,4,0,1,Medium,34.7,87,34.3,8.4,100,0
2026-05-08 03:10:00,Connaught Place,28.6315,77.2167,877.0,5.0,5,14.0,0,0,79.0,3,4,0,2,Very High,30.5,76,39.9,1.5,100,0
2026-05-08 03:20:00,Connaught Place,28.6315,77.2167,108.0,63.0,0,0.0,0,0,65.0,3,4,0,2,Low,23.1,58,33.3,9.3,200,0
2026-05-08 03:30:00,Lajpat Nagar,28.5677,77.243,328.0,34.0,2,0.0,1,0,32.0,3,4,0,10,Medium,25.7,64,38.6,10.0,100,0
2026-05-08 03:40:00,Lajpat Nagar,28.5677,77.243,679.0,13.0,5,5.0,0,0,29.0,3,4,0,10,Very High,20.6,52,30.6,4.7,80,0
2026-05-08 03:50:00,IGI Airport T3,28.5562,77.1,75.0,53.0,3,4.0,0,0,27.0,3,4,0,7,Low,30.9,77,37.6,3.8,80,0
2026-05-08 04:00:00,Dwarka Sector 21,28.5511,77.0565,164.0,60.0,1,0.0,0,0,59.0,4,4,0,5,Low,22.1,55,22.9,7.7,80,0
2026-05-08 04:10:00,Sector 62 Noida,28.628,77.3649,272.0,40.0,3,17.0,0,0,53.0,4,4,0,14,Low,10.5,26,38.6,2.2,100,0
2026-05-08 04:20:00,Dwarka Sector 21,28.5511,77.0565,328.0,49.0,2,0.0,0,1,26.0,4,4,0,5,Low,22.8,57,37.0,6.8,50,0
2026-05-08 04:30:00,Cyber Hub Gurgaon,28.4959,77.0882,131.0,50.0,5,18.0,0,0,20.0,4,4,0,3,Low,6.8,17,32.4,1.4,100,0
2026-05-08 04:40:00,Greater Noida West,28.59,77.43,363.0,46.0,2,0.0,0,0,50.0,4,4,0,6,Low,11.5,29,25.2,8.9,100,0
2026-05-08 04:50:00,Akshardham Route,28.6127,77.2773,692.0,24.0,0,0.0,0,0,73.0,4,4,0,0,High,28.2,70,23.7,7.8,150,0
2026-05-08 05:00:00,Cyber Hub Gurgaon,28.4959,77.0882,528.0,35.0,0,0.0,0,0,67.0,5,4,0,3,Medium,21.9,55,31.7,6.6,100,0
2026-05-08 05:10:00,India Gate,28.6129,77.2295,724.0,7.0,1,0.0,1,0,66.0,5,4,0,8,Very High,17.9,45,29.5,8.2,50,0
2026-05-08 05:20:00,Sector 18 Noida,28.5706,77.324,556.0,6.0,3,19.0,1,0,46.0,5,4,0,13,Very High,30.1,75,31.6,4.5,200,0
2026-05-08 05:30:00,Sector 62 Noida,28.628,77.3649,813.0,5.0,5,14.0,0,0,91.0,5,4,0,14,Very High,23.0,58,33.0,4.0,200,0
2026-05-08 05:40:00,Lajpat Nagar,28.5677,77.243,801.0,5.0,0,0.0,1,0,42.0,5,4,0,10,Very High,8.5,21,26.4,7.4,80,0
2026-05-08 05:50:00,Akshardham Route,28.6127,77.2773,493.0,23.0,2,0.0,1,0,37.0,5,4,0,0,High,15.8,40,23.0,6.8,50,0
2026-05-08 06:00:00,Akshardham Route,28.6127,77.2773,423.0,42.0,1,0.0,0,0,96.0,6,4,0,0,Low,23.0,58,27.7,6.5,200,0
2026-05-08 06:10:00,Connaught Place,28.6315,77.2167,859.0,5.0,5,16.0,0,0,43.0,6,4,0,2,Very High,18.6,46,23.4,4.6,50,0
2026-05-08 06:20:00,Vaishali Ghaziabad,28.646,77.339,60.0,54.0,5,7.0,0,0,80.0,6,4,0,15,Low,21.2,53,38.3,1.8,120,0
2026-05-08 06:30:00,Sector 62 Noida,28.628,77.3649,229.0,55.0,0,0.0,0,0,75.0,6,4,0,14,Low,20.4,51,23.7,7.3,120,0
2026-05-08 06:40:00,Sector 18 Noida,28.5706,77.324,690.0,12.0,5,16.0,0,0,92.0,6,4,0,13,Very High,33.4,84,39.7,2.8,200,0
2026-05-08 06:50:00,Akshardham Route,28.6127,77.2773,461.0,25.0,0,0.0,1,0,26.0,6,4,0,0,Medium,26.9,67,27.5,8.5,120,0
2026-05-08 07:00:00,Karol Bagh,28.6519,77.1909,100.0,64.0,2,0.0,0,1,10.0,7,4,0,9,Low,19.7,49,26.7,7.2,120,0
2026-05-08 07:10:00,Lajpat Nagar,28.5677,77.243,81.0,65.0,2,0.0,0,0,61.0,7,4,0,10,Low,8.7,22,28.8,8.3,200,0
2026-05-08 07:20:00,Dwarka Sector 21,28.5511,77.0565,427.0,30.0,3,1.0,0,0,16.0,7,4,0,5,Medium,31.3,78,22.4,3.8,80,0
2026-05-08 07:30:00,Greater Noida West,28.59,77.43,578.0,5.0,5,4.0,1,0,46.0,7,4,0,6,Very High,27.0,68,24.9,4.5,50,0
2026-05-08 07:40:00,Greater Noida West,28.59,77.43,576.0,32.0,2,0.0,0,0,37.0,7,4,0,6,Medium,26.0,65,22.1,9.3,150,0
2026-05-08 07:50:00,Pari Chowk,28.4671,77.503,450.0,13.0,3,12.0,1,1,91.0,7,4,0,12,Very High,13.1,33,37.2,4.6,200,0
2026-05-08 08:00:00,DND Flyway,28.5942,77.3053,466.0,39.0,2,0.0,0,0,10.0,8,4,1,4,Medium,22.9,57,34.8,7.0,100,1
2026-05-08 08:10:00,Akshardham Route,28.6127,77.2773,438.0,41.0,0,0.0,0,0,22.0,8,4,1,0,Low,20.9,52,29.9,8.4,80,1
2026-05-08 08:20:00,MG Road Gurgaon,28.4794,77.0806,219.0,44.0,3,16.0,0,0,15.0,8,4,1,11,Low,11.8,30,22.9,3.7,80,1
2026-05-08 08:30:00,Karol Bagh,28.6519,77.1909,177.0,47.0,5,11.0,0,0,64.0,8,4,1,9,Low,21.9,55,37.4,4.4,80,1
2026-05-08 08:40:00,Sector 18 Noida,28.5706,77.324,137.0,49.0,3,18.0,0,1,53.0,8,4,1,13,Low,25.9,65,31.7,1.7,50,1
2026-05-08 08:50:00,MG Road Gurgaon,28.4794,77.0806,867.0,13.0,2,0.0,0,1,62.0,8,4,1,11,Very High,6.1,15,29.8,9.4,150,1
2026-05-08 09:00:00,Connaught Place,28.6315,77.2167,826.0,5.0,5,5.0,0,0,75.0,9,4,1,2,Very High,15.8,40,23.3,1.0,80,1
2026-05-08 09:10:00,MG Road Gurgaon,28.4794,77.0806,654.0,27.0,1,0.0,0,0,17.0,9,4,1,11,Medium,12.6,32,30.6,8.0,80,1
2026-05-08 09:20:00,Sector 18 Noida,28.5706,77.324,499.0,22.0,0,0.0,1,0,22.0,9,4,1,13,High,31.2,78,22.4,7.8,100,1
