timestamp,route_id,traffic_volume,average_speed_kmph,congestion_level
2023-10-06 00:00:00,R005,95,51,Low
2023-10-06 01:00:00,R001,157,45,Low
2023-10-06 01:00:00,R002,216,55,Low
2023-10-06 01:00:00,R003,224,49,Low
2023-10-06 01:00:00,R004,235,80,Low
2023-10-06 01:00:00,R005,231,60,Low
2023-10-06 02:00:00,R001,304,34,Medium
2023-10-06 02:00:00,R002,160,44,Low
2023-10-06 02:00:00,R003,177,71,Low
2023-10-06 02:00:00,R004,128,53,Low
2023-10-06 02:00:00,R005,177,46,Low
2023-10-06 03:00:00,R001,82,58,Low
2023-10-06 03:00:00,R002,125,60,Low
2023-10-06 03:00:00,R003,69,44,Low
2023-10-06 03:00:00,R004,100,47,Low
2023-10-06 03:00:00,R005,178,73,Low
2023-10-06 04:00:00,R001,96,51,Low
2023-10-06 04:00:00,R002,113,35,Medium
2023-10-06 04:00:00,R003,137,59,Low
2023-10-06 04:00:00,R004,74,38,Medium
2023-10-06 04:00:00,R005,161,73,Low
2023-10-06 05:00:00,R001,145,52,Low
2023-10-06 05:00:00,R002,279,54,Low
2023-10-06 05:00:00,R003,97,48,Low
2023-10-06 05:00:00,R004,177,52,Low
2023-10-06 05:00:00,R005,224,47,Low
2023-10-06 06:00:00,R001,198,42,Low
2023-10-06 06:00:00,R002,220,51,Low
2023-10-06 06:00:00,R003,91,54,Low
2023-10-06 06:00:00,R004,239,59,Low
2023-10-06 06:00:00,R005,93,53,Low
2023-10-06 07:00:00,R001,223,56,Low
2023-10-06 07:00:00,R002,68,72,Low
2023-10-06 07:00:00,R003,114,85,Low
2023-10-06 07:00:00,R004,139,74,Low
2023-10-06 07:00:00,R005,260,82,Low
2023-10-06 08:00:00,R001,336,14,High
2023-10-06 08:00:00,R002,202,13,High
2023-10-06 08:00:00,R003,227,11,High
2023-10-06 08:00:00,R004,258,16,High
2023-10-06 08:00:00,R005,574,26,Medium
2023-10-06 09:00:00,R001,474,12,High
2023-10-06 09:00:00,R002,546,10,High
2023-10-06 09:00:00,R003,134,16,High
2023-10-06 09:00:00,R004,269,7,High
2023-10-06 09:00:00,R005,344,12,High
2023-10-06 10:00:00,R001,220,18,High
2023-10-06 10:00:00,R002,468,13,High
2023-10-06 10:00:00,R003,459,33,Medium
2023-10-06 10:00:00,R004,595,13,High
2023-10-06 10:00:00,R005,502,23,Medium
2023-10-06 11:00:00,R001,771,22,Medium
2023-10-06 11:00:00,R002,671,15,High
2023-10-06 11:00:00,R003,288,13,High
2023-10-06 11:00:00,R004,443,19,High
2023-10-06 11:00:00,R005,341,19,High
2023-10-06 12:00:00,R001,76,54,Low
2023-10-06 12:00:00,R002,69,54,Low
2023-10-06 12:00:00,R003,80,52,Low
2023-10-06 12:00:00,R004,143,65,Low
2023-10-06 12:00:00,R005,129,46,Low
2023-10-06 13:00:00,R001,229,33,Medium
2023-10-06 13:00:00,R002,167,70,Low
2023-10-06 13:00:00,R003,70,50,Low
2023-10-06 13:00:00,R004,140,82,Low
2023-10-06 13:00:00,R005,162,60,Low
2023-10-06 14:00:00,R001,184,48,Low
2023-10-06 14:00:00,R002,188,39,Medium
2023-10-06 14:00:00,R003,164,57,Low
2023-10-06 14:00:00,R004,158,44,Low
2023-10-06 14:00:00,R005,158,57,Low
2023-10-06 15:00:00,R001,135,32,Medium
2023-10-06 15:00:00,R002,64,74,Low
2023-10-06 15:00:00,R003,75,77,Low
2023-10-06 15:00:00,R004,109,61,Low
2023-10-06 15:00:00,R005,157,33,Medium
2023-10-06 16:00:00,R001,135,38,Medium
2023-10-06 16:00:00,R002,147,40,Low
2023-10-06 16:00:00,R003,47,57,Low
2023-10-06 16:00:00,R004,56,63,Low
2023-10-06 16:00:00,R005,245,57,Low
2023-10-06 17:00:00,R001,232,11,High
2023-10-06 17:00:00,R002,311,23,Medium
2023-10-06 17:00:00,R003,428,35,Medium
2023-10-06 17:00:00,R004,487,16,High
2023-10-06 17:00:00,R005,422,17,High
2023-10-06 18:00:00,R001,537,10,High
2023-10-06 18:00:00,R002,468,13,High
2023-10-06 18:00:00,R003,226,17,High
2023-10-06 18:00:00,R004,316,12,High
2023-10-06 18:00:00,R005,251,15,High
2023-10-06 19:00:00,R001,466,12,High
2023-10-06 19:00:00,R002,371,15,High
2023-10-06 19:00:00,R003,412,16,High
2023-10-06 19:00:00,R004,434,19,High
2023-10-06 19:00:00,R005,221,21,Medium
2023-10-06 20:00:00,R001,480,19,High
2023-10-06 20:00:00,R002,219,20,Medium
2023-10-06 20:00:00,R003,160,25,Medium
2023-10-06 20:00:00,R004,573,24,Medium
2023-10-06 20:00:00,R005,411,23,Medium
2023-10-06 21:00:00,R001,73,40,Low
2023-10-06 21:00:00,R002,149,53,Low
2023-10-06 21:00:00,R003,113,44,Low
2023-10-06 21:00:00,R004,162,66,Low
2023-10-06 21:00:00,R005,265,53,Low
2023-10-06 22:00:00,R001,210,52,Low
2023-10-06 22:00:00,R002,257,42,Low
2023-10-06 22:00:00,R003,75,60,Low
2023-10-06 22:00:00,R004,136,58,Low
2023-10-06 22:00:00,R005,109,74,Low
2023-10-06 23:00:00,R001,178,34,Medium
2023-10-06 23:00:00,R002,93,32,Medium
2023-10-06 23:00:00,R003,102,40,Low
2023-10-06 23:00:00,R004,141,33,Medium
2023-10-06 23:00:00,R005,106,36,Medium
2023-10-07 00:00:00,R001,212,39,Medium
2023-10-07 00:00:00,R002,177,67,Low
2023-10-07 00:00:00,R003,157,45,Low
2023-10-07 00:00:00,R004,168,57,Low
2023-10-07 00:00:00,R005,249,63,Low
2023-10-07 01:00:00,R001,198,52,Low
2023-10-07 01:00:00,R002,55,47,Low
2023-10-07 01:00:00,R003,182,63,Low
2023-10-07 01:00:00,R004,132,46,Low
2023-10-07 01:00:00,R005,87,45,Low
2023-10-07 02:00:00,R001,248,25,Medium
2023-10-07 02:00:00,R002,107,48,Low
2023-10-07 02:00:00,R003,58,30,Medium
2023-10-07 02:00:00,R004,61,37,Medium
2023-10-07 02:00:00,R005,83,36,Medium
2023-10-07 03:00:00,R001,121,38,Medium
2023-10-07 03:00:00,R002,132,43,Low
2023-10-07 03:00:00,R003,197,36,Medium
2023-10-07 03:00:00,R004,186,24,Medium
2023-10-07 03:00:00,R005,51,24,Medium
2023-10-07 04:00:00,R001,102,57,Low
2023-10-07 04:00:00,R002,210,53,Low
2023-10-07 04:00:00,R003,213,76,Low
2023-10-07 04:00:00,R004,104,63,Low
2023-10-07 04:00:00,R005,191,60,Low
2023-10-07 05:00:00,R001,117,30,Medium
2023-10-07 05:00:00,R002,100,27,Medium
2023-10-07 05:00:00,R003,221,33,Medium
2023-10-07 05:00:00,R004,143,31,Medium
2023-10-07 05:00:00,R005,91,33,Medium
2023-10-07 06:00:00,R001,148,56,Low
2023-10-07 06:00:00,R002,86,49,Low
2023-10-07 06:00:00,R003,99,72,Low
2023-10-07 06:00:00,R004,188,57,Low
2023-10-07 06:00:00,R005,236,60,Low
2023-10-07 07:00:00,R001,232,60,Low
2023-10-07 07:00:00,R002,125,55,Low
2023-10-07 07:00:00,R003,96,50,Low
2023-10-07 07:00:00,R004,97,47,Low
2023-10-07 07:00:00,R005,86,41,Low
2023-10-07 08:00:00,R001,67,39,Medium
2023-10-07 08:00:00,R002,122,72,Low
2023-10-07 08:00:00,R003,128,45,Low
2023-10-07 08:00:00,R004,249,58,Low
2023-10-07 08:00:00,R005,165,88,Low
2023-10-07 09:00:00,R001,116,23,Medium
2023-10-07 09:00:00,R002,120,27,Medium
2023-10-07 09:00:00,R003,92,42,Low
2023-10-07 09:00:00,R004,158,30,Medium
2023-10-07 09:00:00,R005,261,43,Low
2023-10-07 10:00:00,R001,252,47,Low
2023-10-07 10:00:00,R002,149,59,Low
2023-10-07 10:00:00,R003,108,69,Low
2023-10-07 10:00:00,R004,178,56,Low
2023-10-07 10:00:00,R005,167,68,Low
2023-10-07 11:00:00,R001,60,55,Low
2023-10-07 11:00:00,R002,78,59,Low
2023-10-07 11:00:00,R003,165,60,Low
2023-10-07 11:00:00,R004,183,48,Low
2023-10-07 11:00:00,R005,225,69,Low
2023-10-07 12:00:00,R001,234,49,Low
2023-10-07 12:00:00,R002,97,55,Low
2023-10-07 12:00:00,R003,95,43,Low
2023-10-07 12:00:00,R004,226,58,Low
2023-10-07 12:00:00,R005,92,56,Low
2023-10-07 13:00:00,R001,109,52,Low
2023-10-07 13:00:00,R002,233,66,Low
2023-10-07 13:00:00,R003,263,65,Low
2023-10-07 13:00:00,R004,248,77,Low
2023-10-07 13:00:00,R005,119,56,Low
2023-10-07 14:00:00,R001,278,48,Low
2023-10-07 14:00:00,R002,205,64,Low
2023-10-07 14:00:00,R003,159,80,Low
2023-10-07 14:00:00,R004,91,47,Low
2023-10-07 14:00:00,R005,163,57,Low
2023-10-07 15:00:00,R001,300,54,Low
2023-10-07 15:00:00,R002,127,54,Low
2023-10-07 15:00:00,R003,205,38,Medium
2023-10-07 15:00:00,R004,245,52,Low
2023-10-07 15:00:00,R005,165,57,Low
2023-10-07 16:00:00,R001,102,52,Low
2023-10-07 16:00:00,R002,265,48,Low
2023-10-07 16:00:00,R003,121,60,Low
2023-10-07 16:00:00,R004,171,60,Low
2023-10-07 16:00:00,R005,239,90,Low
2023-10-07 17:00:00,R001,144,45,Low
2023-10-07 17:00:00,R002,178,57,Low
2023-10-07 17:00:00,R003,92,71,Low
2023-10-07 17:00:00,R004,78,88,Low
2023-10-07 17:00:00,R005,184,66,Low
2023-10-07 18:00:00,R001,117,35,Medium
2023-10-07 18:00:00,R002,86,70,Low
2023-10-07 18:00:00,R003,59,73,Low
2023-10-07 18:00:00,R004,138,60,Low
2023-10-07 18:00:00,R005,118,79,Low
2023-10-07 19:00:00,R001,108,46,Low
2023-10-07 19:00:00,R002,75,61,Low
2023-10-07 19:00:00,R003,184,67,Low
2023-10-07 19:00:00,R004,172,51,Low
2023-10-07 19:00:00,R005,109,49,Low
2023-10-07 20:00:00,R001,102,48,Low
2023-10-07 20:00:00,R002,122,62,Low
2023-10-07 20:00:00,R003,150,83,Low
2023-10-07 20:00:00,R004,173,47,Low
2023-10-07 20:00:00,R005,93,50,Low
2023-10-07 21:00:00,R001,184,60,Low
2023-10-07 21:00:00,R002,257,76,Low
2023-10-07 21:00:00,R003,128,50,Low
2023-10-07 21:00:00,R004,214,58,Low
2023-10-07 21:00:00,R005,96,57,Low
2023-10-07 22:00:00,R001,193,40,Low
2023-10-07 22:00:00,R002,99,31,Medium
2023-10-07 22:00:00,R003,167,29,Medium
2023-10-07 22:00:00,R004,100,36,Medium
2023-10-07 22:00:00,R005,76,40,Low
2023-10-07 23:00:00,R001,103,19,High
2023-10-07 23:00:00,R002,114,44,Low
2023-10-07 23:00:00,R003,131,27,Medium
2023-10-07 23:00:00,R004,229,34,Medium
2023-10-07 23:00:00,R005,139,43,Low
