Timestamp,Location,Latitude,Longitude,Traffic Volume,Avg Speed (km/h),Weather,Rain(mm),Accident,Event,Public Transport Density,Congestion Level
2026-05-06 10:00,Pari Chowk,28.4671,77.503,638,16,Rain,17,No,No,16,High
2026-05-06 10:10,Connaught Place,28.6315,77.2167,470,39,Clear,0,No,No,78,Medium
2026-05-06 10:20,Karol Bagh,28.6519,77.1909,203,57,Fog,0,No,Yes,43,Low
2026-05-06 10:30,Botanical Garden,28.5636,77.334,226,28,Heavy Rain,1,Yes,No,70,Medium
2026-05-06 10:40,Dwarka Sector 21,28.5511,77.0565,111,51,Rain,4,No,No,12,Low
2026-05-06 10:50,Karol Bagh,28.6519,77.1909,708,5,Heavy Rain,19,Yes,No,89,Very High
2026-05-06 11:00,Pari Chowk,28.4671,77.503,276,52,Cloudy,0,No,No,38,Low
2026-05-06 11:10,Connaught Place,28.6315,77.2167,398,17,Heavy Rain,20,Yes,No,38,High
2026-05-06 11:20,Karol Bagh,28.6519,77.1909,814,5,Clear,0,Yes,No,56,Very High
2026-05-06 11:30,India Gate,28.6129,77.2295,214,56,Clear,0,No,No,89,Low
2026-05-06 11:40,India Gate,28.6129,77.2295,305,50,Cloudy,0,No,No,57,Low
2026-05-06 11:50,India Gate,28.6129,77.2295,761,8,Rain,14,No,No,77,Very High
2026-05-06 12:00,Dwarka Sector 21,28.5511,77.0565,56,40,Heavy Rain,15,Yes,Yes,41,Low
2026-05-06 12:10,Vaishali Ghaziabad,28.646,77.339,436,29,Rain,12,No,No,13,Medium
2026-05-06 12:20,Karol Bagh,28.6519,77.1909,463,28,Heavy Rain,20,No,No,50,Medium
2026-05-06 12:30,Connaught Place,28.6315,77.2167,265,41,Heavy Rain,19,No,Yes,74,Low
2026-05-06 12:40,Sector 18 Noida,28.5706,77.324,743,21,Clear,0,No,No,63,Very High
2026-05-06 12:50,Connaught Place,28.6315,77.2167,680,25,Cloudy,0,No,Yes,12,Medium
2026-05-06 13:00,Sector 62 Noida,28.628,77.3649,592,31,Cloudy,0,No,Yes,65,Medium
2026-05-06 13:10,IGI Airport T3,28.5562,77.1,660,26,Fog,0,No,No,38,Medium
2026-05-06 13:20,India Gate,28.6129,77.2295,126,35,Rain,9,Yes,No,75,Medium
2026-05-06 13:30,Lajpat Nagar,28.5677,77.243,156,60,Clear,0,No,No,49,Low
2026-05-06 13:40,Vaishali Ghaziabad,28.646,77.339,644,16,Heavy Rain,14,No,No,86,High
2026-05-06 13:50,Dwarka Sector 21,28.5511,77.0565,596,16,Fog,0,Yes,Yes,79,High
2026-05-06 14:00,Cyber Hub Gurgaon,28.4959,77.0882,109,63,Fog,0,No,No,87,Low
2026-05-06 14:10,Akshardham Route,28.6127,77.2773,483,26,Rain,15,No,No,61,Medium
2026-05-06 14:20,IGI Airport T3,28.5562,77.1,847,5,Heavy Rain,15,Yes,No,68,Very High
2026-05-06 14:30,Dwarka Sector 21,28.5511,77.0565,631,16,Rain,3,No,No,90,High
2026-05-06 14:40,India Gate,28.6129,77.2295,787,6,Heavy Rain,14,No,No,54,Very High
2026-05-06 14:50,Pari Chowk,28.4671,77.503,145,49,Heavy Rain,9,No,No,91,Low
2026-05-06 15:00,Botanical Garden,28.5636,77.334,728,7,Cloudy,0,Yes,Yes,78,Very High
2026-05-06 15:10,Karol Bagh,28.6519,77.1909,579,17,Fog,0,Yes,No,43,High
2026-05-06 15:20,IGI Airport T3,28.5562,77.1,695,12,Heavy Rain,9,No,Yes,76,Very High
2026-05-06 15:30,Vaishali Ghaziabad,28.646,77.339,181,43,Cloudy,0,Yes,No,35,Low
2026-05-06 15:40,India Gate,28.6129,77.2295,829,5,Heavy Rain,6,Yes,No,63,Very High
2026-05-06 15:50,MG Road Gurgaon,28.4794,77.0806,842,14,Cloudy,0,No,Yes,39,Very High
2026-05-06 16:00,Pari Chowk,28.4671,77.503,539,35,Cloudy,0,No,Yes,95,Medium
2026-05-06 16:10,MG Road Gurgaon,28.4794,77.0806,253,42,Heavy Rain,2,No,No,64,Low
2026-05-06 16:20,Cyber Hub Gurgaon,28.4959,77.0882,399,44,Cloudy,0,No,No,71,Low
2026-05-06 16:30,Cyber Hub Gurgaon,28.4959,77.0882,430,27,Fog,0,Yes,No,49,Medium
2026-05-06 16:40,Akshardham Route,28.6127,77.2773,776,5,Heavy Rain,1,Yes,No,62,Very High
2026-05-06 16:50,Sector 62 Noida,28.628,77.3649,59,67,Clear,0,No,No,36,Low
2026-05-06 17:00,IGI Airport T3,28.5562,77.1,407,43,Fog,0,No,No,83,Low
2026-05-06 17:10,DND Flyway,28.5942,77.3053,98,49,Clear,0,Yes,Yes,76,Low
2026-05-06 17:20,Vaishali Ghaziabad,28.646,77.339,250,54,Clear,0,No,No,40,Low
2026-05-06 17:30,Greater Noida West,28.59,77.43,577,17,Cloudy,0,Yes,No,35,High
2026-05-06 17:40,Karol Bagh,28.6519,77.1909,639,13,Cloudy,0,Yes,Yes,61,Very High
2026-05-06 17:50,Dwarka Sector 21,28.5511,77.0565,546,19,Clear,0,Yes,Yes,81,High
2026-05-06 18:00,Sector 62 Noida,28.628,77.3649,859,5,Cloudy,0,Yes,Yes,71,Very High
2026-05-06 18:10,India Gate,28.6129,77.2295,406,28,Fog,0,Yes,Yes,58,Medium
2026-05-06 18:20,Cyber Hub Gurgaon,28.4959,77.0882,610,18,Rain,4,No,No,27,High
2026-05-06 18:30,Botanical Garden,28.5636,77.334,675,13,Heavy Rain,3,No,No,41,Very High
2026-05-06 18:40,Lajpat Nagar,28.5677,77.243,560,33,Cloudy,0,No,Yes,78,Medium
2026-05-06 18:50,India Gate,28.6129,77.2295,842,14,Fog,0,No,Yes,96,Very High
2026-05-06 19:00,Lajpat Nagar,28.5677,77.243,353,35,Heavy Rain,9,No,No,49,Medium
2026-05-06 19:10,Connaught Place,28.6315,77.2167,741,5,Heavy Rain,18,Yes,Yes,48,Very High
2026-05-06 19:20,MG Road Gurgaon,28.4794,77.0806,433,30,Heavy Rain,5,No,Yes,16,Medium
2026-05-06 19:30,Sector 62 Noida,28.628,77.3649,480,38,Fog,0,No,Yes,16,Medium
2026-05-06 19:40,Connaught Place,28.6315,77.2167,148,49,Heavy Rain,19,No,Yes,69,Low
2026-05-06 19:50,Sector 18 Noida,28.5706,77.324,124,50,Heavy Rain,5,No,No,87,Low
2026-05-06 20:00,Greater Noida West,28.59,77.43,864,13,Cloudy,0,No,Yes,95,Very High
2026-05-06 20:10,MG Road Gurgaon,28.4794,77.0806,358,35,Rain,13,No,No,84,Medium
2026-05-06 20:20,Karol Bagh,28.6519,77.1909,490,11,Rain,20,Yes,No,45,Very High
2026-05-06 20:30,India Gate,28.6129,77.2295,502,37,Cloudy,0,No,No,72,Medium
2026-05-06 20:40,Sector 62 Noida,28.628,77.3649,171,44,Cloudy,0,Yes,No,18,Low
2026-05-06 20:50,IGI Airport T3,28.5562,77.1,555,6,Heavy Rain,3,Yes,No,95,Very High
2026-05-06 21:00,Greater Noida West,28.59,77.43,537,23,Heavy Rain,13,No,No,29,High
2026-05-06 21:10,Cyber Hub Gurgaon,28.4959,77.0882,783,18,Cloudy,0,No,No,21,Very High
2026-05-06 21:20,Lajpat Nagar,28.5677,77.243,240,27,Rain,16,Yes,No,57,Medium
2026-05-06 21:30,Lajpat Nagar,28.5677,77.243,323,49,Cloudy,0,No,No,81,Low
2026-05-06 21:40,Karol Bagh,28.6519,77.1909,729,10,Rain,5,No,Yes,60,Very High
2026-05-06 21:50,Sector 18 Noida,28.5706,77.324,425,30,Rain,19,No,No,55,Medium
2026-05-06 22:00,Akshardham Route,28.6127,77.2773,757,8,Rain,5,No,No,95,Very High
2026-05-06 22:10,Sector 18 Noida,28.5706,77.324,536,8,Heavy Rain,18,Yes,No,51,Very High
2026-05-06 22:20,Dwarka Sector 21,28.5511,77.0565,496,25,Rain,11,No,No,54,Medium
2026-05-06 22:30,DND Flyway,28.5942,77.3053,883,12,Fog,0,No,Yes,58,Very High
2026-05-06 22:40,Vaishali Ghaziabad,28.646,77.339,269,26,Rain,18,Yes,No,57,Medium
2026-05-06 22:50,Vaishali Ghaziabad,28.646,77.339,674,26,Cloudy,0,No,No,23,Medium
2026-05-06 23:00,MG Road Gurgaon,28.4794,77.0806,418,31,Rain,13,No,No,98,Medium
2026-05-06 23:10,IGI Airport T3,28.5562,77.1,131,62,Fog,0,No,Yes,63,Low
2026-05-06 23:20,DND Flyway,28.5942,77.3053,646,15,Rain,7,No,No,17,High
2026-05-06 23:30,Pari Chowk,28.4671,77.503,550,22,Rain,7,No,No,42,High
2026-05-06 23:40,Dwarka Sector 21,28.5511,77.0565,497,25,Heavy Rain,18,No,Yes,59,Medium
2026-05-06 23:50,Lajpat Nagar,28.5677,77.243,470,39,Cloudy,0,No,Yes,44,Medium
2026-05-07 00:00,Connaught Place,28.6315,77.2167,795,17,Clear,0,No,Yes,60,Very High
2026-05-07 00:10,Greater Noida West,28.59,77.43,219,56,Clear,0,No,No,49,Low
2026-05-07 00:20,Cyber Hub Gurgaon,28.4959,77.0882,384,45,Cloudy,0,No,No,29,Low
2026-05-07 00:30,Pari Chowk,28.4671,77.503,591,19,Rain,7,No,No,83,High
2026-05-07 00:40,Sector 62 Noida,28.628,77.3649,693,5,Rain,19,Yes,No,18,Very High
2026-05-07 00:50,MG Road Gurgaon,28.4794,77.0806,153,48,Heavy Rain,9,No,No,24,Low
2026-05-07 01:00,Botanical Garden,28.5636,77.334,517,24,Heavy Rain,18,No,No,46,High
2026-05-07 01:10,Cyber Hub Gurgaon,28.4959,77.0882,206,45,Rain,14,No,No,32,Low
2026-05-07 01:20,Dwarka Sector 21,28.5511,77.0565,634,13,Clear,0,Yes,No,54,Very High
2026-05-07 01:30,DND Flyway,28.5942,77.3053,317,49,Fog,0,No,No,45,Low
2026-05-07 01:40,Sector 62 Noida,28.628,77.3649,227,43,Heavy Rain,12,No,No,72,Low
2026-05-07 01:50,Connaught Place,28.6315,77.2167,474,12,Rain,19,Yes,Yes,28,Very High
2026-05-07 02:00,DND Flyway,28.5942,77.3053,440,41,Fog,0,No,No,53,Low
2026-05-07 02:10,Connaught Place,28.6315,77.2167,237,55,Clear,0,No,No,47,Low
2026-05-07 02:20,Botanical Garden,28.5636,77.334,614,30,Cloudy,0,No,Yes,60,Medium
2026-05-07 02:30,Dwarka Sector 21,28.5511,77.0565,258,53,Clear,0,No,No,100,Low
2026-05-07 02:40,Sector 62 Noida,28.628,77.3649,555,33,Clear,0,No,No,98,Medium
2026-05-07 02:50,IGI Airport T3,28.5562,77.1,811,16,Clear,0,No,No,59,Very High
2026-05-07 03:00,Pari Chowk,28.4671,77.503,659,27,Cloudy,0,No,No,92,Medium
2026-05-07 03:10,Dwarka Sector 21,28.5511,77.0565,74,66,Fog,0,No,No,39,Low
2026-05-07 03:20,MG Road Gurgaon,28.4794,77.0806,792,5,Heavy Rain,6,Yes,No,14,Very High
2026-05-07 03:30,Sector 62 Noida,28.628,77.3649,181,46,Heavy Rain,12,No,Yes,56,Low
2026-05-07 03:40,Akshardham Route,28.6127,77.2773,130,62,Fog,0,No,No,57,Low
2026-05-07 03:50,Sector 18 Noida,28.5706,77.324,770,7,Rain,17,No,No,18,Very High
2026-05-07 04:00,Karol Bagh,28.6519,77.1909,782,5,Rain,1,Yes,No,48,Very High
2026-05-07 04:10,Dwarka Sector 21,28.5511,77.0565,513,36,Fog,0,No,No,54,Medium
2026-05-07 04:20,Akshardham Route,28.6127,77.2773,646,15,Heavy Rain,13,No,No,41,High
2026-05-07 04:30,Pari Chowk,28.4671,77.503,681,25,Fog,0,No,No,56,Medium
2026-05-07 04:40,India Gate,28.6129,77.2295,700,12,Heavy Rain,19,No,Yes,79,Very High
2026-05-07 04:50,India Gate,28.6129,77.2295,631,28,Cloudy,0,No,No,45,Medium
2026-05-07 05:00,Greater Noida West,28.59,77.43,688,25,Cloudy,0,No,No,74,Medium
2026-05-07 05:10,Dwarka Sector 21,28.5511,77.0565,82,65,Cloudy,0,No,No,20,Low
2026-05-07 05:20,MG Road Gurgaon,28.4794,77.0806,547,34,Cloudy,0,No,No,94,Medium
2026-05-07 05:30,IGI Airport T3,28.5562,77.1,116,51,Rain,2,No,Yes,65,Low
2026-05-07 05:40,Vaishali Ghaziabad,28.646,77.339,113,63,Fog,0,No,No,37,Low
2026-05-07 05:50,Sector 62 Noida,28.628,77.3649,626,17,Heavy Rain,1,No,No,38,High
2026-05-07 06:00,Cyber Hub Gurgaon,28.4959,77.0882,373,46,Cloudy,0,No,Yes,82,Low
2026-05-07 06:10,Lajpat Nagar,28.5677,77.243,530,35,Cloudy,0,No,No,23,Medium
2026-05-07 06:20,Dwarka Sector 21,28.5511,77.0565,59,67,Clear,0,No,Yes,31,Low
2026-05-07 06:30,Akshardham Route,28.6127,77.2773,588,19,Heavy Rain,14,No,No,40,High
2026-05-07 06:40,Botanical Garden,28.5636,77.334,292,51,Cloudy,0,No,No,53,Low
2026-05-07 06:50,Botanical Garden,28.5636,77.334,673,26,Fog,0,No,No,26,Medium
2026-05-07 07:00,Connaught Place,28.6315,77.2167,897,5,Heavy Rain,6,Yes,No,13,Very High
2026-05-07 07:10,Greater Noida West,28.59,77.43,430,27,Fog,0,Yes,No,65,Medium
2026-05-07 07:20,Cyber Hub Gurgaon,28.4959,77.0882,208,57,Cloudy,0,No,No,34,Low
2026-05-07 07:30,Sector 18 Noida,28.5706,77.324,730,5,Rain,18,Yes,No,52,Very High
2026-05-07 07:40,MG Road Gurgaon,28.4794,77.0806,275,37,Fog,0,Yes,No,89,Medium
2026-05-07 07:50,Botanical Garden,28.5636,77.334,304,50,Clear,0,No,No,66,Low
2026-05-07 08:00,IGI Airport T3,28.5562,77.1,199,45,Rain,14,No,No,26,Low
2026-05-07 08:10,Connaught Place,28.6315,77.2167,577,20,Rain,12,No,No,38,High
2026-05-07 08:20,IGI Airport T3,28.5562,77.1,526,23,Heavy Rain,11,No,No,36,High
2026-05-07 08:30,MG Road Gurgaon,28.4794,77.0806,584,32,Fog,0,No,No,93,Medium
2026-05-07 08:40,Pari Chowk,28.4671,77.503,83,53,Rain,9,No,Yes,55,Low
2026-05-07 08:50,Lajpat Nagar,28.5677,77.243,739,21,Fog,0,No,No,83,Very High
2026-05-07 09:00,Greater Noida West,28.59,77.43,619,5,Heavy Rain,14,Yes,Yes,15,Very High
2026-05-07 09:10,Greater Noida West,28.59,77.43,644,13,Fog,0,Yes,No,82,Very High
2026-05-07 09:20,Sector 62 Noida,28.628,77.3649,313,50,Fog,0,No,No,22,Low
2026-05-07 09:30,DND Flyway,28.5942,77.3053,522,21,Clear,0,Yes,Yes,90,High
2026-05-07 09:40,DND Flyway,28.5942,77.3053,437,14,Heavy Rain,9,Yes,No,87,Very High
2026-05-07 09:50,Botanical Garden,28.5636,77.334,706,11,Heavy Rain,19,No,Yes,37,Very High
2026-05-07 10:00,Sector 18 Noida,28.5706,77.324,454,40,Fog,0,No,No,50,Low
2026-05-07 10:10,IGI Airport T3,28.5562,77.1,533,35,Fog,0,No,No,57,Medium
2026-05-07 10:20,Akshardham Route,28.6127,77.2773,523,36,Clear,0,No,Yes,38,Medium
2026-05-07 10:30,Karol Bagh,28.6519,77.1909,137,61,Clear,0,No,Yes,61,Low
2026-05-07 10:40,Pari Chowk,28.4671,77.503,438,26,Fog,0,Yes,Yes,68,Medium
2026-05-07 10:50,Pari Chowk,28.4671,77.503,562,33,Clear,0,No,Yes,82,Medium
2026-05-07 11:00,MG Road Gurgaon,28.4794,77.0806,83,38,Heavy Rain,1,Yes,Yes,68,Medium
2026-05-07 11:10,MG Road Gurgaon,28.4794,77.0806,759,8,Heavy Rain,4,No,No,13,Very High
2026-05-07 11:20,Sector 62 Noida,28.628,77.3649,442,41,Clear,0,No,No,49,Low
2026-05-07 11:30,Lajpat Nagar,28.5677,77.243,117,63,Clear,0,No,No,49,Low
2026-05-07 11:40,Connaught Place,28.6315,77.2167,734,5,Rain,6,Yes,Yes,78,Very High
2026-05-07 11:50,MG Road Gurgaon,28.4794,77.0806,568,21,Rain,16,No,No,63,High
2026-05-07 12:00,Karol Bagh,28.6519,77.1909,812,5,Rain,7,No,No,58,Very High
2026-05-07 12:10,Sector 62 Noida,28.628,77.3649,323,37,Rain,5,No,No,20,Medium
2026-05-07 12:20,Connaught Place,28.6315,77.2167,258,53,Fog,0,No,No,39,Low
2026-05-07 12:30,Sector 62 Noida,28.628,77.3649,599,31,Fog,0,No,Yes,46,Medium
2026-05-07 12:40,Akshardham Route,28.6127,77.2773,112,51,Heavy Rain,18,No,No,89,Low
2026-05-07 12:50,India Gate,28.6129,77.2295,854,5,Heavy Rain,7,No,Yes,43,Very High
2026-05-07 13:00,Botanical Garden,28.5636,77.334,576,20,Rain,17,No,No,40,High
2026-05-07 13:10,Connaught Place,28.6315,77.2167,673,14,Rain,19,No,No,92,Very High
2026-05-07 13:20,India Gate,28.6129,77.2295,291,39,Heavy Rain,2,No,No,22,Medium
2026-05-07 13:30,DND Flyway,28.5942,77.3053,195,45,Rain,8,No,No,22,Low
2026-05-07 13:40,Cyber Hub Gurgaon,28.4959,77.0882,658,12,Fog,0,Yes,No,20,Very High
2026-05-07 13:50,MG Road Gurgaon,28.4794,77.0806,663,26,Clear,0,No,No,86,Medium
2026-05-07 14:00,India Gate,28.6129,77.2295,687,13,Heavy Rain,3,No,No,13,Very High
2026-05-07 14:10,Lajpat Nagar,28.5677,77.243,323,37,Heavy Rain,5,No,Yes,40,Medium
2026-05-07 14:20,Pari Chowk,28.4671,77.503,437,41,Cloudy,0,No,Yes,88,Low
2026-05-07 14:30,Karol Bagh,28.6519,77.1909,850,5,Rain,17,Yes,No,34,Very High
2026-05-07 14:40,Cyber Hub Gurgaon,28.4959,77.0882,149,61,Clear,0,No,No,78,Low
2026-05-07 14:50,Vaishali Ghaziabad,28.646,77.339,424,42,Clear,0,No,Yes,38,Low
2026-05-07 15:00,Greater Noida West,28.59,77.43,794,18,Fog,0,No,No,61,Very High
2026-05-07 15:10,Cyber Hub Gurgaon,28.4959,77.0882,113,51,Heavy Rain,2,No,No,43,Low
2026-05-07 15:20,Lajpat Nagar,28.5677,77.243,786,18,Clear,0,No,No,12,Very High
2026-05-07 15:30,Vaishali Ghaziabad,28.646,77.339,321,22,Heavy Rain,10,Yes,Yes,53,High
2026-05-07 15:40,Vaishali Ghaziabad,28.646,77.339,356,47,Clear,0,No,No,31,Low
2026-05-07 15:50,Karol Bagh,28.6519,77.1909,102,52,Heavy Rain,13,No,No,10,Low
2026-05-07 16:00,Greater Noida West,28.59,77.43,459,13,Heavy Rain,11,Yes,No,50,Very High
2026-05-07 16:10,Botanical Garden,28.5636,77.334,762,8,Heavy Rain,4,No,No,78,Very High
2026-05-07 16:20,Greater Noida West,28.59,77.43,778,7,Rain,7,No,No,96,Very High
2026-05-07 16:30,Sector 18 Noida,28.5706,77.324,811,5,Heavy Rain,19,No,No,49,Very High
2026-05-07 16:40,Vaishali Ghaziabad,28.646,77.339,873,5,Rain,9,Yes,No,61,Very High
2026-05-07 16:50,Pari Chowk,28.4671,77.503,820,5,Heavy Rain,19,No,No,53,Very High
2026-05-07 17:00,MG Road Gurgaon,28.4794,77.0806,870,12,Clear,0,No,No,82,Very High
2026-05-07 17:10,Vaishali Ghaziabad,28.646,77.339,366,19,Heavy Rain,1,Yes,No,59,High
2026-05-07 17:20,Pari Chowk,28.4671,77.503,363,34,Rain,14,No,No,30,Medium
2026-05-07 17:30,Sector 62 Noida,28.628,77.3649,701,24,Cloudy,0,No,No,85,Very High
2026-05-07 17:40,DND Flyway,28.5942,77.3053,255,41,Rain,14,No,Yes,61,Low
2026-05-07 17:50,Botanical Garden,28.5636,77.334,794,6,Rain,4,No,No,94,Very High
2026-05-07 18:00,Dwarka Sector 21,28.5511,77.0565,93,64,Cloudy,0,No,No,50,Low
2026-05-07 18:10,Connaught Place,28.6315,77.2167,443,29,Heavy Rain,17,No,No,77,Medium
2026-05-07 18:20,Sector 18 Noida,28.5706,77.324,535,35,Fog,0,No,No,21,Medium
2026-05-07 18:30,Greater Noida West,28.59,77.43,769,19,Cloudy,0,No,Yes,22,Very High
2026-05-07 18:40,Akshardham Route,28.6127,77.2773,899,5,Heavy Rain,17,No,No,22,Very High
2026-05-07 18:50,Vaishali Ghaziabad,28.646,77.339,694,24,Fog,0,No,No,91,High
2026-05-07 19:00,India Gate,28.6129,77.2295,771,19,Fog,0,No,No,39,Very High
2026-05-07 19:10,DND Flyway,28.5942,77.3053,274,40,Heavy Rain,12,No,Yes,100,Low
2026-05-07 19:20,Dwarka Sector 21,28.5511,77.0565,730,10,Heavy Rain,12,No,No,64,Very High
2026-05-07 19:30,Sector 18 Noida,28.5706,77.324,866,5,Fog,0,Yes,Yes,57,Very High
2026-05-07 19:40,Cyber Hub Gurgaon,28.4959,77.0882,119,63,Clear,0,No,No,51,Low
2026-05-07 19:50,Dwarka Sector 21,28.5511,77.0565,391,44,Fog,0,No,No,41,Low
2026-05-07 20:00,Botanical Garden,28.5636,77.334,558,33,Cloudy,0,No,Yes,92,Medium
2026-05-07 20:10,Lajpat Nagar,28.5677,77.243,361,46,Cloudy,0,No,No,92,Low
2026-05-07 20:20,Karol Bagh,28.6519,77.1909,841,14,Clear,0,No,No,62,Very High
2026-05-07 20:30,Vaishali Ghaziabad,28.646,77.339,452,28,Heavy Rain,3,No,Yes,32,Medium
2026-05-07 20:40,Sector 62 Noida,28.628,77.3649,572,5,Heavy Rain,16,Yes,No,62,Very High
2026-05-07 20:50,Vaishali Ghaziabad,28.646,77.339,693,9,Fog,0,Yes,No,68,Very High
2026-05-07 21:00,Lajpat Nagar,28.5677,77.243,458,28,Heavy Rain,19,No,No,86,Medium
2026-05-07 21:10,DND Flyway,28.5942,77.3053,163,60,Clear,0,No,Yes,23,Low
2026-05-07 21:20,DND Flyway,28.5942,77.3053,302,50,Cloudy,0,No,No,50,Low
2026-05-07 21:30,Akshardham Route,28.6127,77.2773,795,17,Cloudy,0,No,No,28,Very High
2026-05-07 21:40,DND Flyway,28.5942,77.3053,688,5,Heavy Rain,19,Yes,No,90,Very High
2026-05-07 21:50,Lajpat Nagar,28.5677,77.243,297,36,Clear,0,Yes,Yes,11,Medium
2026-05-07 22:00,Lajpat Nagar,28.5677,77.243,790,5,Fog,0,Yes,No,39,Very High
2026-05-07 22:10,Karol Bagh,28.6519,77.1909,817,5,Cloudy,0,Yes,Yes,73,Very High
2026-05-07 22:20,DND Flyway,28.5942,77.3053,135,61,Clear,0,No,No,30,Low
2026-05-07 22:30,Greater Noida West,28.59,77.43,684,10,Cloudy,0,Yes,Yes,53,Very High
2026-05-07 22:40,Vaishali Ghaziabad,28.646,77.339,852,14,Cloudy,0,No,No,10,Very High
2026-05-07 22:50,Pari Chowk,28.4671,77.503,861,5,Rain,16,No,No,35,Very High
2026-05-07 23:00,Botanical Garden,28.5636,77.334,128,50,Heavy Rain,7,No,No,22,Low
2026-05-07 23:10,Karol Bagh,28.6519,77.1909,451,40,Fog,0,No,No,28,Low
2026-05-07 23:20,Lajpat Nagar,28.5677,77.243,469,39,Fog,0,No,No,65,Medium
2026-05-07 23:30,DND Flyway,28.5942,77.3053,96,64,Cloudy,0,No,Yes,86,Low
2026-05-07 23:40,Sector 18 Noida,28.5706,77.324,658,27,Clear,0,No,No,67,Medium
2026-05-07 23:50,Connaught Place,28.6315,77.2167,399,44,Fog,0,No,Yes,49,Low
2026-05-08 00:00,Sector 18 Noida,28.5706,77.324,795,17,Fog,0,No,No,17,Very High
2026-05-08 00:10,IGI Airport T3,28.5562,77.1,600,18,Heavy Rain,7,No,Yes,21,High
2026-05-08 00:20,Sector 18 Noida,28.5706,77.324,656,27,Cloudy,0,No,No,79,Medium
2026-05-08 00:30,Dwarka Sector 21,28.5511,77.0565,829,5,Cloudy,0,Yes,No,52,Very High
2026-05-08 00:40,MG Road Gurgaon,28.4794,77.0806,361,46,Cloudy,0,No,No,18,Low
2026-05-08 00:50,India Gate,28.6129,77.2295,533,23,Heavy Rain,2,No,Yes,44,High
2026-05-08 01:00,Cyber Hub Gurgaon,28.4959,77.0882,607,18,Heavy Rain,17,No,Yes,50,High
2026-05-08 01:10,Lajpat Nagar,28.5677,77.243,781,5,Cloudy,0,Yes,No,26,Very High
2026-05-08 01:20,MG Road Gurgaon,28.4794,77.0806,229,43,Heavy Rain,10,No,No,15,Low
2026-05-08 01:30,Greater Noida West,28.59,77.43,284,52,Clear,0,No,No,80,Low
2026-05-08 01:40,DND Flyway,28.5942,77.3053,868,13,Clear,0,No,No,25,Very High
2026-05-08 01:50,Karol Bagh,28.6519,77.1909,414,43,Fog,0,No,No,62,Low
2026-05-08 02:00,India Gate,28.6129,77.2295,58,67,Cloudy,0,No,No,89,Low
2026-05-08 02:10,IGI Airport T3,28.5562,77.1,495,37,Clear,0,No,No,84,Medium
2026-05-08 02:20,Greater Noida West,28.59,77.43,148,49,Heavy Rain,14,No,Yes,65,Low
2026-05-08 02:30,Connaught Place,28.6315,77.2167,185,46,Rain,3,No,No,72,Low
2026-05-08 02:40,Pari Chowk,28.4671,77.503,120,50,Heavy Rain,5,No,No,62,Low
2026-05-08 02:50,Greater Noida West,28.59,77.43,811,5,Cloudy,0,Yes,No,85,Very High
2026-05-08 03:00,Botanical Garden,28.5636,77.334,632,28,Fog,0,No,Yes,30,Medium
2026-05-08 03:10,Connaught Place,28.6315,77.2167,877,5,Heavy Rain,14,No,No,79,Very High
2026-05-08 03:20,Connaught Place,28.6315,77.2167,108,63,Clear,0,No,No,65,Low
2026-05-08 03:30,Lajpat Nagar,28.5677,77.243,328,34,Fog,0,Yes,No,32,Medium
2026-05-08 03:40,Lajpat Nagar,28.5677,77.243,679,13,Heavy Rain,5,No,No,29,Very High
2026-05-08 03:50,IGI Airport T3,28.5562,77.1,75,53,Rain,4,No,No,27,Low
2026-05-08 04:00,Dwarka Sector 21,28.5511,77.0565,164,60,Cloudy,0,No,No,59,Low
2026-05-08 04:10,Sector 62 Noida,28.628,77.3649,272,40,Rain,17,No,No,53,Low
2026-05-08 04:20,Dwarka Sector 21,28.5511,77.0565,328,49,Fog,0,No,Yes,26,Low
2026-05-08 04:30,Cyber Hub Gurgaon,28.4959,77.0882,131,50,Heavy Rain,18,No,No,20,Low
2026-05-08 04:40,Greater Noida West,28.59,77.43,363,46,Fog,0,No,No,50,Low
2026-05-08 04:50,Akshardham Route,28.6127,77.2773,692,24,Clear,0,No,No,73,High
2026-05-08 05:00,Cyber Hub Gurgaon,28.4959,77.0882,528,35,Clear,0,No,No,67,Medium
2026-05-08 05:10,India Gate,28.6129,77.2295,724,7,Cloudy,0,Yes,No,66,Very High
2026-05-08 05:20,Sector 18 Noida,28.5706,77.324,556,6,Rain,19,Yes,No,46,Very High
2026-05-08 05:30,Sector 62 Noida,28.628,77.3649,813,5,Heavy Rain,14,No,No,91,Very High
2026-05-08 05:40,Lajpat Nagar,28.5677,77.243,801,5,Clear,0,Yes,No,42,Very High
2026-05-08 05:50,Akshardham Route,28.6127,77.2773,493,23,Fog,0,Yes,No,37,High
2026-05-08 06:00,Akshardham Route,28.6127,77.2773,423,42,Cloudy,0,No,No,96,Low
2026-05-08 06:10,Connaught Place,28.6315,77.2167,859,5,Heavy Rain,16,No,No,43,Very High
2026-05-08 06:20,Vaishali Ghaziabad,28.646,77.339,60,54,Heavy Rain,7,No,No,80,Low
2026-05-08 06:30,Sector 62 Noida,28.628,77.3649,229,55,Clear,0,No,No,75,Low
2026-05-08 06:40,Sector 18 Noida,28.5706,77.324,690,12,Heavy Rain,16,No,No,92,Very High
2026-05-08 06:50,Akshardham Route,28.6127,77.2773,461,25,Clear,0,Yes,No,26,Medium
